,latitude,longitude,color,most similar,type
30564,33.8,-0.5,"(251, 250, 218)","(255, 245, 208)",ARID
30565,33.8,-0.4,"(251, 250, 218)","(255, 245, 208)",ARID
30566,33.8,-0.3,"(250, 249, 218)","(255, 245, 208)",ARID
30567,33.8,-0.2,"(248, 248, 213)","(255, 245, 208)",ARID
30568,33.8,-0.1,"(251, 247, 225)","(255, 245, 208)",ARID
30569,33.8,0.0,"(250, 249, 205)","(255, 245, 208)",ARID
30570,33.8,0.1,"(251, 249, 217)","(255, 245, 208)",ARID
30571,33.8,0.2,"(251, 250, 218)","(255, 245, 208)",ARID
30572,33.8,0.3,"(250, 248, 220)","(255, 245, 208)",ARID
30573,33.8,0.4,"(251, 249, 211)","(255, 245, 208)",ARID
30574,33.8,0.5,"(220, 218, 166)","(255, 245, 208)",ARID
30575,33.8,0.6,"(206, 205, 96)","(223, 225, 0)",SEMI ARID
30576,33.8,0.7,"(228, 228, 74)","(223, 225, 0)",SEMI ARID
30577,33.8,0.8,"(229, 228, 70)","(223, 225, 0)",SEMI ARID
30578,33.8,0.9,"(229, 229, 70)","(223, 225, 0)",SEMI ARID
30579,33.8,1.0,"(229, 229, 70)","(223, 225, 0)",SEMI ARID
30580,33.8,1.1,"(229, 229, 70)","(223, 225, 0)",SEMI ARID
30581,33.8,1.2,"(229, 229, 70)","(223, 225, 0)",SEMI ARID
30582,33.8,1.3,"(222, 222, 95)","(223, 225, 0)",SEMI ARID
30583,33.8,1.4,"(217, 217, 149)","(255, 245, 208)",ARID
30584,33.8,1.5,"(251, 250, 216)","(255, 245, 208)",ARID
30585,33.8,1.6,"(250, 249, 218)","(255, 245, 208)",ARID
30586,33.8,1.7,"(251, 250, 217)","(255, 245, 208)",ARID
30587,33.8,1.8,"(251, 249, 214)","(255, 245, 208)",ARID
30588,33.8,1.9,"(245, 250, 215)","(255, 245, 208)",ARID
30589,33.8,2.0,"(248, 248, 213)","(255, 245, 208)",ARID
30590,33.8,2.1,"(251, 250, 245)","(255, 255, 255)",HYPER ARID
30591,33.8,2.2,"(251, 251, 249)","(255, 255, 255)",HYPER ARID
30592,33.8,2.3,"(247, 244, 245)","(255, 255, 255)",HYPER ARID
30593,33.8,2.4,"(246, 243, 245)","(255, 255, 255)",HYPER ARID
30594,33.8,2.5,"(239, 234, 238)","(255, 255, 255)",HYPER ARID
30595,33.8,2.6,"(253, 252, 252)","(255, 255, 255)",HYPER ARID
30596,33.8,2.7,"(253, 253, 252)","(255, 255, 255)",HYPER ARID
30597,33.8,2.8,"(254, 250, 248)","(255, 255, 255)",HYPER ARID
30598,33.8,2.9,"(247, 245, 245)","(255, 255, 255)",HYPER ARID
30599,33.8,3.0,"(236, 230, 235)","(255, 245, 208)",ARID
30600,33.8,3.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30601,33.8,3.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30602,33.8,3.3,"(244, 240, 242)","(255, 255, 255)",HYPER ARID
30603,33.8,3.4,"(250, 249, 248)","(255, 255, 255)",HYPER ARID
30604,33.8,3.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30605,33.8,3.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30606,33.8,3.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30607,33.8,3.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30608,33.8,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30609,33.8,4.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30610,33.8,4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30611,33.8,4.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30612,33.8,4.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30613,33.8,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30614,33.8,4.5,"(244, 240, 242)","(255, 255, 255)",HYPER ARID
30615,33.8,4.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30616,33.8,4.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30617,33.8,4.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30618,33.8,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30619,33.8,5.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30620,33.8,5.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30621,33.8,5.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30622,33.8,5.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30623,33.8,5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30624,33.8,5.5,"(251, 251, 249)","(255, 255, 255)",HYPER ARID
30625,33.8,5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30626,33.8,5.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30627,33.8,5.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30628,33.8,5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30629,33.8,6.0,"(249, 247, 246)","(255, 255, 255)",HYPER ARID
30630,33.8,6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30631,33.8,6.2,"(248, 247, 246)","(255, 255, 255)",HYPER ARID
30632,33.8,6.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30633,33.8,6.4,"(147, 244, 248)","(168, 253, 227)",SUB HUMID
30634,33.8,6.5,"(230, 249, 248)","(255, 255, 255)",HYPER ARID
30635,33.8,6.6,"(146, 244, 248)","(168, 253, 227)",SUB HUMID
30636,33.8,6.7,"(150, 244, 248)","(168, 253, 227)",SUB HUMID
30637,33.8,6.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30638,33.8,6.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
30639,33.8,7.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
30640,33.8,7.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
30641,33.8,7.2,"(245, 249, 241)","(255, 255, 255)",HYPER ARID
30642,33.8,7.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
30643,33.8,7.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
30644,33.8,7.5,"(243, 237, 236)","(255, 255, 255)",HYPER ARID
30645,33.8,7.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
30646,33.8,7.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30647,33.8,7.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30648,33.8,7.9,"(250, 250, 248)","(255, 255, 255)",HYPER ARID
30649,33.8,8.0,"(248, 250, 244)","(255, 255, 255)",HYPER ARID
30650,33.8,8.1,"(251, 250, 247)","(255, 255, 255)",HYPER ARID
30651,33.8,8.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30652,33.8,8.3,"(250, 248, 248)","(255, 255, 255)",HYPER ARID
30653,33.8,8.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30654,33.8,8.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30655,33.8,8.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30656,33.8,8.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30657,33.8,8.8,"(252, 249, 241)","(255, 255, 255)",HYPER ARID
30658,33.8,8.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30659,33.8,9.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30660,33.8,9.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30661,33.8,9.2,"(250, 249, 247)","(255, 255, 255)",HYPER ARID
30662,33.8,9.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30663,33.8,9.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30664,33.8,9.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30665,33.8,9.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30666,33.8,9.7,"(253, 250, 243)","(255, 255, 255)",HYPER ARID
30667,33.8,9.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30668,33.8,9.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30669,33.8,10.0,"(251, 237, 239)","(255, 255, 255)",HYPER ARID
30670,33.8,10.1,"(240, 239, 239)","(255, 255, 255)",HYPER ARID
30671,33.8,10.2,"(225, 229, 231)","(255, 245, 208)",ARID
30672,33.8,10.3,"(228, 242, 245)","(255, 255, 255)",HYPER ARID
30673,33.8,10.4,"(216, 230, 236)","(255, 255, 255)",HYPER ARID
30674,33.8,10.5,"(217, 232, 237)","(255, 255, 255)",HYPER ARID
30675,33.8,10.6,"(141, 156, 162)","(88, 211, 150)",HUMID
30676,33.8,10.7,"(211, 213, 211)","(255, 245, 208)",ARID
30677,33.8,10.8,"(226, 228, 227)","(255, 245, 208)",ARID
30678,33.8,10.9,"(170, 171, 172)","(88, 211, 150)",HUMID
30679,33.8,11.0,"(169, 185, 192)","(168, 253, 227)",SUB HUMID
30680,33.8,11.1,"(143, 165, 181)","(88, 211, 150)",HUMID
30681,33.8,11.2,"(181, 197, 226)","(168, 253, 227)",SUB HUMID
30682,33.8,11.3,"(187, 213, 245)","(168, 253, 227)",SUB HUMID
30683,33.8,11.4,"(182, 211, 245)","(168, 253, 227)",SUB HUMID
30684,33.8,11.5,"(182, 212, 244)","(168, 253, 227)",SUB HUMID
30685,33.8,11.6,"(183, 211, 243)","(168, 253, 227)",SUB HUMID
30686,33.8,11.7,"(183, 210, 245)","(168, 253, 227)",SUB HUMID
30687,33.8,11.8,"(183, 210, 245)","(168, 253, 227)",SUB HUMID
30688,33.8,11.9,"(183, 210, 245)","(168, 253, 227)",SUB HUMID
30689,33.8,12.0,"(183, 210, 245)","(168, 253, 227)",SUB HUMID
30690,33.8,12.1,"(183, 210, 245)","(168, 253, 227)",SUB HUMID
30691,33.8,12.2,"(183, 210, 245)","(168, 253, 227)",SUB HUMID
30692,33.8,12.3,"(183, 210, 245)","(168, 253, 227)",SUB HUMID
30693,33.8,12.4,"(177, 211, 234)","(168, 253, 227)",SUB HUMID
30694,33.9,-8.1,"(183, 211, 243)","(168, 253, 227)",SUB HUMID
30695,33.9,-8.0,"(182, 211, 245)","(168, 253, 227)",SUB HUMID
30696,33.9,-7.9,"(182, 211, 245)","(168, 253, 227)",SUB HUMID
30697,33.9,-7.8,"(182, 209, 243)","(168, 253, 227)",SUB HUMID
30698,33.9,-7.7,"(185, 211, 243)","(168, 253, 227)",SUB HUMID
30699,33.9,-7.6,"(177, 197, 228)","(168, 253, 227)",SUB HUMID
30700,33.9,-7.5,"(184, 199, 231)","(168, 253, 227)",SUB HUMID
30701,33.9,-7.4,"(188, 210, 236)","(168, 253, 227)",SUB HUMID
30702,33.9,-7.3,"(171, 190, 209)","(168, 253, 227)",SUB HUMID
30703,33.9,-7.2,"(150, 169, 184)","(88, 211, 150)",HUMID
30704,33.9,-7.1,"(202, 211, 216)","(168, 253, 227)",SUB HUMID
30705,33.9,-7.0,"(237, 208, 213)","(255, 245, 208)",ARID
30706,33.9,-6.9,"(241, 245, 238)","(255, 255, 255)",HYPER ARID
30707,33.9,-6.8,"(242, 238, 240)","(255, 255, 255)",HYPER ARID
30708,33.9,-6.7,"(238, 245, 235)","(255, 255, 255)",HYPER ARID
30709,33.9,-6.6,"(250, 251, 247)","(255, 255, 255)",HYPER ARID
30710,33.9,-6.5,"(251, 251, 245)","(255, 255, 255)",HYPER ARID
30711,33.9,-6.4,"(250, 230, 234)","(255, 245, 208)",ARID
30712,33.9,-6.3,"(251, 251, 249)","(255, 255, 255)",HYPER ARID
30713,33.9,-6.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30714,33.9,-6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30715,33.9,-6.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30716,33.9,-5.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30717,33.9,-5.8,"(250, 243, 245)","(255, 255, 255)",HYPER ARID
30718,33.9,-5.7,"(252, 242, 242)","(255, 255, 255)",HYPER ARID
30719,33.9,-5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30720,33.9,-5.5,"(251, 251, 249)","(255, 255, 255)",HYPER ARID
30721,33.9,-5.4,"(249, 246, 247)","(255, 255, 255)",HYPER ARID
30722,33.9,-5.3,"(245, 240, 242)","(255, 255, 255)",HYPER ARID
30723,33.9,-5.2,"(238, 233, 237)","(255, 255, 255)",HYPER ARID
30724,33.9,-5.1,"(252, 252, 248)","(255, 255, 255)",HYPER ARID
30725,33.9,-5.0,"(247, 244, 245)","(255, 255, 255)",HYPER ARID
30726,33.9,-4.9,"(248, 242, 241)","(255, 255, 255)",HYPER ARID
30727,33.9,-4.8,"(244, 240, 242)","(255, 255, 255)",HYPER ARID
30728,33.9,-4.7,"(248, 246, 246)","(255, 255, 255)",HYPER ARID
30729,33.9,-4.6,"(251, 250, 249)","(255, 255, 255)",HYPER ARID
30730,33.9,-4.5,"(238, 233, 237)","(255, 255, 255)",HYPER ARID
30731,33.9,-4.4,"(242, 238, 241)","(255, 255, 255)",HYPER ARID
30732,33.9,-4.3,"(244, 247, 240)","(255, 255, 255)",HYPER ARID
30733,33.9,-4.2,"(239, 245, 235)","(255, 255, 255)",HYPER ARID
30734,33.9,-4.1,"(239, 245, 236)","(255, 255, 255)",HYPER ARID
30735,33.9,-4.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30736,33.9,-3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30737,33.9,-3.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30738,33.9,-3.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30739,33.9,-3.6,"(249, 249, 247)","(255, 255, 255)",HYPER ARID
30740,33.9,-3.5,"(250, 249, 248)","(255, 255, 255)",HYPER ARID
30741,33.9,-3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30742,33.9,-3.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30743,33.9,-3.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30744,33.9,-3.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30745,33.9,-3.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30746,33.9,-2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30747,33.9,-2.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30748,33.9,-2.7,"(252, 252, 251)","(255, 255, 255)",HYPER ARID
30749,33.9,-2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30750,33.9,-2.5,"(251, 251, 249)","(255, 255, 255)",HYPER ARID
30751,33.9,-2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30752,33.9,-2.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30753,33.9,-2.2,"(251, 251, 249)","(255, 255, 255)",HYPER ARID
30754,33.9,-2.1,"(251, 251, 249)","(255, 255, 255)",HYPER ARID
30755,33.9,-2.0,"(249, 250, 241)","(255, 255, 255)",HYPER ARID
30756,33.9,-1.9,"(248, 250, 246)","(255, 255, 255)",HYPER ARID
30757,33.9,-1.8,"(244, 250, 248)","(255, 255, 255)",HYPER ARID
30758,33.9,-1.7,"(195, 194, 192)","(168, 253, 227)",SUB HUMID
30759,33.9,-1.6,"(237, 245, 222)","(255, 245, 208)",ARID
30760,33.9,-1.5,"(238, 247, 225)","(255, 245, 208)",ARID
30761,33.9,-1.4,"(177, 219, 209)","(168, 253, 227)",SUB HUMID
30762,33.9,-1.3,"(248, 249, 220)","(255, 245, 208)",ARID
30763,33.9,-1.2,"(247, 245, 207)","(255, 245, 208)",ARID
30764,33.9,-1.1,"(180, 228, 221)","(168, 253, 227)",SUB HUMID
30765,33.9,-1.0,"(250, 250, 215)","(255, 245, 208)",ARID
30766,33.9,-0.9,"(251, 249, 213)","(255, 245, 208)",ARID
30767,33.9,-0.8,"(251, 250, 218)","(255, 245, 208)",ARID
30768,33.9,-0.7,"(251, 250, 218)","(255, 245, 208)",ARID
30769,33.9,-0.6,"(251, 250, 215)","(255, 245, 208)",ARID
30770,33.9,-0.5,"(245, 243, 208)","(255, 245, 208)",ARID
30771,33.9,-0.4,"(219, 221, 101)","(223, 225, 0)",SEMI ARID
30772,33.9,-0.3,"(250, 250, 211)","(255, 245, 208)",ARID
30773,33.9,-0.2,"(250, 250, 214)","(255, 245, 208)",ARID
30774,33.9,-0.1,"(251, 250, 218)","(255, 245, 208)",ARID
30775,33.9,0.0,"(244, 240, 212)","(255, 245, 208)",ARID
30776,33.9,0.1,"(251, 250, 218)","(255, 245, 208)",ARID
30777,33.9,0.2,"(251, 250, 218)","(255, 245, 208)",ARID
30778,33.9,0.3,"(251, 250, 218)","(255, 245, 208)",ARID
30779,33.9,0.4,"(251, 250, 218)","(255, 245, 208)",ARID
30780,33.9,0.5,"(251, 250, 218)","(255, 245, 208)",ARID
30781,33.9,0.6,"(250, 249, 222)","(255, 245, 208)",ARID
30782,33.9,0.7,"(243, 242, 214)","(255, 245, 208)",ARID
30783,33.9,0.8,"(230, 228, 171)","(255, 245, 208)",ARID
30784,33.9,0.9,"(221, 221, 93)","(223, 225, 0)",SEMI ARID
30785,33.9,1.0,"(229, 229, 70)","(223, 225, 0)",SEMI ARID
30786,33.9,1.1,"(228, 228, 71)","(223, 225, 0)",SEMI ARID
30787,33.9,1.2,"(229, 229, 77)","(223, 225, 0)",SEMI ARID
30788,33.9,1.3,"(229, 229, 70)","(223, 225, 0)",SEMI ARID
30789,33.9,1.4,"(229, 229, 70)","(223, 225, 0)",SEMI ARID
30790,33.9,1.5,"(224, 224, 70)","(223, 225, 0)",SEMI ARID
30791,33.9,1.6,"(232, 228, 155)","(255, 245, 208)",ARID
30792,33.9,1.7,"(247, 245, 221)","(255, 245, 208)",ARID
30793,33.9,1.8,"(251, 249, 218)","(255, 245, 208)",ARID
30794,33.9,1.9,"(251, 249, 216)","(255, 245, 208)",ARID
30795,33.9,2.0,"(251, 250, 209)","(255, 245, 208)",ARID
30796,33.9,2.1,"(248, 246, 207)","(255, 245, 208)",ARID
30797,33.9,2.2,"(248, 245, 216)","(255, 245, 208)",ARID
30798,33.9,2.3,"(250, 250, 235)","(255, 255, 255)",HYPER ARID
30799,33.9,2.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30800,33.9,2.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30801,33.9,2.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30802,33.9,2.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30803,33.9,2.8,"(253, 242, 239)","(255, 255, 255)",HYPER ARID
30804,33.9,2.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30805,33.9,3.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30806,33.9,3.1,"(242, 237, 240)","(255, 255, 255)",HYPER ARID
30807,33.9,3.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30808,33.9,3.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30809,33.9,3.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30810,33.9,3.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30811,33.9,3.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30812,33.9,3.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30813,33.9,3.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30814,33.9,3.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30815,33.9,4.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30816,33.9,4.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30817,33.9,4.2,"(248, 246, 246)","(255, 255, 255)",HYPER ARID
30818,33.9,4.3,"(243, 239, 242)","(255, 255, 255)",HYPER ARID
30819,33.9,4.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30820,33.9,4.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30821,33.9,4.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30822,33.9,4.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30823,33.9,4.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30824,33.9,4.9,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30825,33.9,5.0,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30826,33.9,5.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30827,33.9,5.2,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30828,33.9,5.3,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30829,33.9,5.4,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30830,33.9,5.5,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30831,33.9,5.6,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30832,33.9,5.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30833,33.9,5.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30834,33.9,5.9,"(250, 250, 247)","(255, 255, 255)",HYPER ARID
30835,33.9,6.0,"(230, 236, 241)","(255, 255, 255)",HYPER ARID
30836,33.9,6.1,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30837,33.9,6.2,"(245, 242, 243)","(255, 255, 255)",HYPER ARID
30838,33.9,6.3,"(152, 247, 247)","(168, 253, 227)",SUB HUMID
30839,33.9,6.4,"(144, 243, 247)","(168, 253, 227)",SUB HUMID
30840,33.9,6.5,"(146, 244, 248)","(168, 253, 227)",SUB HUMID
30841,33.9,6.6,"(240, 249, 247)","(255, 255, 255)",HYPER ARID
30842,33.9,6.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30843,33.9,6.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30844,33.9,6.9,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
30845,33.9,7.0,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
30846,33.9,7.1,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
30847,33.9,7.2,"(252, 249, 241)","(255, 255, 255)",HYPER ARID
30848,33.9,7.3,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
30849,33.9,7.4,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
30850,33.9,7.5,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
30851,33.9,7.6,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
30852,33.9,7.7,"(253, 250, 241)","(255, 255, 255)",HYPER ARID
30853,33.9,7.8,"(253, 250, 242)","(255, 255, 255)",HYPER ARID
30854,33.9,7.9,"(252, 250, 241)","(255, 255, 255)",HYPER ARID
30855,33.9,8.0,"(248, 248, 242)","(255, 255, 255)",HYPER ARID
30856,33.9,8.1,"(243, 247, 247)","(255, 255, 255)",HYPER ARID
30857,33.9,8.2,"(230, 242, 245)","(255, 255, 255)",HYPER ARID
30858,33.9,8.3,"(230, 242, 245)","(255, 255, 255)",HYPER ARID
30859,33.9,8.4,"(230, 240, 244)","(255, 255, 255)",HYPER ARID
30860,33.9,8.5,"(243, 247, 248)","(255, 255, 255)",HYPER ARID
30861,33.9,8.6,"(250, 250, 249)","(255, 255, 255)",HYPER ARID
30862,33.9,8.7,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30863,33.9,8.8,"(251, 250, 248)","(255, 255, 255)",HYPER ARID
30864,33.9,8.9,"(231, 242, 245)","(255, 255, 255)",HYPER ARID
30865,33.9,9.0,"(220, 214, 222)","(255, 245, 208)",ARID
30866,33.9,9.1,"(225, 219, 226)","(255, 245, 208)",ARID
30867,33.9,9.2,"(237, 245, 247)","(255, 255, 255)",HYPER ARID
30868,33.9,9.3,"(246, 250, 251)","(255, 255, 255)",HYPER ARID
30869,33.9,9.4,"(234, 228, 233)","(255, 245, 208)",ARID
30870,33.9,9.5,"(252, 252, 251)","(255, 255, 255)",HYPER ARID
30871,33.9,9.6,"(251, 251, 249)","(255, 255, 255)",HYPER ARID
30872,33.9,9.7,"(250, 251, 247)","(255, 255, 255)",HYPER ARID
30873,33.9,9.8,"(252, 245, 242)","(255, 255, 255)",HYPER ARID
30874,33.9,9.9,"(252, 244, 245)","(255, 255, 255)",HYPER ARID
30875,33.9,10.0,"(233, 233, 232)","(255, 245, 208)",ARID
30876,33.9,10.1,"(230, 242, 245)","(255, 255, 255)",HYPER ARID
30877,33.9,10.2,"(208, 220, 224)","(168, 253, 227)",SUB HUMID
30878,33.9,10.3,"(158, 172, 178)","(88, 211, 150)",HUMID
30879,33.9,10.4,"(176, 191, 198)","(168, 253, 227)",SUB HUMID
30880,33.9,10.5,"(162, 177, 184)","(168, 253, 227)",SUB HUMID
30881,33.9,10.6,"(142, 158, 165)","(88, 211, 150)",HUMID
30882,33.9,10.7,"(125, 129, 135)","(88, 211, 150)",HUMID
30883,33.9,10.8,"(127, 134, 143)","(88, 211, 150)",HUMID
30884,33.9,10.9,"(149, 165, 171)","(88, 211, 150)",HUMID
30885,33.9,11.0,"(176, 193, 201)","(168, 253, 227)",SUB HUMID
30886,33.9,11.1,"(202, 224, 244)","(168, 253, 227)",SUB HUMID
30887,33.9,11.2,"(189, 203, 236)","(168, 253, 227)",SUB HUMID
30888,33.9,11.3,"(181, 205, 240)","(168, 253, 227)",SUB HUMID
30889,33.9,11.4,"(184, 210, 244)","(168, 253, 227)",SUB HUMID
30890,33.9,11.5,"(184, 210, 243)","(168, 253, 227)",SUB HUMID
30891,33.9,11.6,"(185, 210, 241)","(168, 253, 227)",SUB HUMID
30892,33.9,11.7,"(186, 210, 243)","(168, 253, 227)",SUB HUMID
30893,33.9,11.8,"(183, 210, 245)","(168, 253, 227)",SUB HUMID
30894,33.9,11.9,"(183, 210, 245)","(168, 253, 227)",SUB HUMID
30895,33.9,12.0,"(183, 210, 245)","(168, 253, 227)",SUB HUMID
30896,33.9,12.1,"(183, 210, 245)","(168, 253, 227)",SUB HUMID
30897,33.9,12.2,"(183, 210, 245)","(168, 253, 227)",SUB HUMID
30898,33.9,12.3,"(183, 210, 245)","(168, 253, 227)",SUB HUMID
30899,33.9,12.4,"(177, 211, 234)","(168, 253, 227)",SUB HUMID
30900,34.0,-8.1,"(183, 212, 241)","(168, 253, 227)",SUB HUMID
30901,34.0,-8.0,"(182, 212, 244)","(168, 253, 227)",SUB HUMID
30902,34.0,-7.9,"(182, 211, 245)","(168, 253, 227)",SUB HUMID
30903,34.0,-7.8,"(184, 215, 243)","(168, 253, 227)",SUB HUMID
30904,34.0,-7.7,"(182, 212, 241)","(168, 253, 227)",SUB HUMID
30905,34.0,-7.6,"(186, 212, 245)","(168, 253, 227)",SUB HUMID
30906,34.0,-7.5,"(184, 210, 245)","(168, 253, 227)",SUB HUMID
30907,34.0,-7.4,"(180, 199, 236)","(168, 253, 227)",SUB HUMID
30908,34.0,-7.3,"(187, 203, 233)","(168, 253, 227)",SUB HUMID
30909,34.0,-7.2,"(188, 207, 233)","(168, 253, 227)",SUB HUMID
30910,34.0,-7.1,"(160, 173, 179)","(88, 211, 150)",HUMID
30911,34.0,-7.0,"(157, 169, 173)","(88, 211, 150)",HUMID
30912,34.0,-6.9,"(205, 203, 202)","(255, 245, 208)",ARID
30913,34.0,-6.8,"(243, 236, 232)","(255, 245, 208)",ARID
30914,34.0,-6.7,"(251, 251, 248)","(255, 255, 255)",HYPER ARID
30915,34.0,-6.6,"(252, 248, 248)","(255, 255, 255)",HYPER ARID
30916,34.0,-6.5,"(242, 246, 238)","(255, 255, 255)",HYPER ARID
